Playlist ID                                                         | Trade Name | Year    | Module   | Title                                                   | Description                                                                                                                                                                                           | Video Link
playlist?list=PL82K0I4-0q_xPGAoRUbqSmZDXtTb67H-3&si=OoBkX9MMEjN8DRUq| Electrician| Year 1  | Module 10| 10.6 Calibration of MI Ammeter (2)                      | Learn how to test, calibrate, and correct errors in a Moving Iron (MI) ammeter against a standard instrument, tailored for 1st-year students in the Electrician Trade.                                | https://youtu.be/gR26NxhomA8?si=Tlp8XNAhmIhJT8mz
playlist?list=PL82K0I4-0q_zCGbsiaf3uXxckOzOroEqY&si=n7g7fzjp9cMtLX2Q| Electrician| Year 1  | Module 11| 1.1 Cooking range (1)                                  | Learn the working principles, internal heating element connections, and safety controls of modern domestic cooking ranges, tailored for 1st-year students in the Electrician Trade.                   | https://youtu.be/v1GkkM9OEXU?si=Q9xTRNiMhCChUg5g
playlist?list=PL82K0I4-0q_zCGbsiaf3uXxckOzOroEqY&si=n7g7fzjp9cMtLX2Q| Electrician| Year 1  | Module 11| 1.2 Pump Set (2)                                       | Learn the installation, wiring connections, and operational principles of single-phase and three-phase water pump sets, tailored for 1st-year students in the Electrician Trade.                      | https://youtu.be/ax2T7DlrJTM?si=AAObYFHXTQ_sqOCz
playlist?list=PL82K0I4-0q_zCGbsiaf3uXxckOzOroEqY&si=n7g7fzjp9cMtLX2Q| Electrician| Year 1  | Module 11| 1.3 Electrical Cattle (3)                               | Learn the heating element construction, automatic cutoff mechanism, and fundamental repair steps for an electric kettle, tailored for 1st-year students in the Electrician Trade.                     | https://youtu.be/F22WjX9Jp_Q?si=NqcA3AtZ6XE3OjVf
playlist?list=PL82K0I4-0q_zCGbsiaf3uXxckOzOroEqY&si=n7g7fzjp9cMtLX2Q| Electrician| Year 1  | Module 11| 2 Induction heater                                   | Learn the electromagnetic induction principles, internal circuit layouts, and fault troubleshooting steps for domestic induction heaters, tailored for 1st-year students in the Electrician Trade.    | https://youtu.be/OKQZzeLGtoI?si=d8DiUsqlpZcX80le
playlist?list=PL82K0I4-0q_zCGbsiaf3uXxckOzOroEqY&si=n7g7fzjp9cMtLX2Q| Electrician| Year 1  | Module 11| 3 Food Mixer                                         | Learn the internal wiring, universal motor operation, and speed control mechanisms of a domestic food mixer, tailored for 1st-year students in the Electrician Trade.                                 | https://youtu.be/3d5wfdXd9gk?si=BmSDBhZZFQATh_4W
playlist?list=PL82K0I4-0q_zCGbsiaf3uXxckOzOroEqY&si=n7g7fzjp9cMtLX2Q| Electrician| Year 1  | Module 11| 4.1 Classification of Transformer (1)                  | Understand the core classifications of transformers based on core construction, voltage ratios, and applications, tailored for 1st-year students in the Electrician Trade.                            | https://youtu.be/f2kzKtLgM3U?si=-WIs6ZsZTotRYIIS
playlist?list=PL82K0I4-0q_zCGbsiaf3uXxckOzOroEqY&si=n7g7fzjp9cMtLX2Q| Electrician| Year 1  | Module 11| 4.2 Autotransformer (2)                                | Learn the working principles, single-winding construction, and voltage-regulation applications of an autotransformer, tailored for 1st-year students in the Electrician Trade.                        | https://youtu.be/gpM8IBtxrSM?si=lVSCPFquzqytWfAN
playlist?list=PL82K0I4-0q_xjji3dovykix6YNqeekOWc&si=GYF8EKp9oAjUlcqN| Electrician| Year 1  | Module 12| 1 3Transformer-connections                           | Learn the core connection configurations, including Star and Delta, for three-phase transformers, tailored for 1st-year students in the Electrician Trade.                                            | https://youtu.be/aItiRTfxhl4?si=yllCdwuEsuaF7YFp
playlist?list=PL82K0I4-0q_xjji3dovykix6YNqeekOWc&si=GYF8EKp9oAjUlcqN| Electrician| Year 1  | Module 12| 2 Parallel operation of two single phase transformers| Learn the essential conditions, connection diagrams, and load-sharing principles for the parallel operation of two single-phase transformers, tailored for 1st-year students in the Electrician Trade.| https://youtu.be/rOKIllKSlT8?si=j8V99UqwUCIkfHyX
playlist?list=PL82K0I4-0q_xjji3dovykix6YNqeekOWc&si=GYF8EKp9oAjUlcqN| Electrician| Year 1  | Module 12| 3 Transformer losses-OC                              | Learn how to conduct an Open Circuit (OC) test to determine core losses and magnetizing current in a transformer, tailored for 1st-year students in the Electrician Trade.                            | https://youtu.be/rJ-IOYhviL8?si=UA2o_GMNXV4KTs8x
playlist?list=PL82K0I4-0q_xjji3dovykix6YNqeekOWc&si=GYF8EKp9oAjUlcqN| Electrician| Year 1  | Module 12| 4 Cooling of tranformer                              | Learn the different methods of transformer cooling, including natural air, oil immersion, and forced circulation, tailored for 1st-year students in the Electrician Trade.                            | https://youtu.be/zd8xQZkHH44?si=c3tMrN1oEM-BMQWm
playlist?list=PL82K0I4-0q_xjji3dovykix6YNqeekOWc&si=GYF8EKp9oAjUlcqN| Electrician| Year 1  | Module 12| 5 Winding a small transformer                        | Learn the step-by-step process of calculated wire winding, insulation layering, and core assembly for a small transformer, tailored for 1st-year students in the Electrician Trade.                   | https://youtu.be/Dbq9SLCpcj4?si=qO6qrs-FDaiwSqkY





















