Playlist Id                                                         | Trade| Year  | Module   | Title                                                   | Description                                                                                                                                                                                                                                                                                                    | Youtube video link                              | Google Forms
playlist?list=PL82K0I4-0q_xihJ4cFx_WTjYumkcATyZ2&si=QWtd16yqULzRF7vu| MMV  | Year 1| Module 10| 1 Diesel Fuel Systems and Quiet Engine Technology       | This video explains the mechanics of diesel fuel injection systems, detailing compression-ignition parameters, cetane rating factors, electronic pilot injection noise-reduction setups, and fuel tank baffle plumbing architectures.                                                                          | https://youtu.be/tKxgck9NIvY?si=rOaLvb4oHpXsSpXO| https://forms.gle/9JPWot1T1QMvi3bR7
playlist?list=PL82K0I4-0q_xihJ4cFx_WTjYumkcATyZ2&si=QWtd16yqULzRF7vu| MMV  | Year 1| Module 10| 2 Fundamentals of Fuel Filtration and Feed Pump Systems | This video provides an instructional overview of diesel fuel conditioning, explaining moisture condensation hazards, two-stage filtration mechanics, line bleeding procedures to clear air locks, and mechanical feed-pump plunger operations.                                                                 | https://youtu.be/FoFgzRf3rAE?si=BevjAPzmiqnnIoMa| https://forms.gle/9JPWot1T1QMvi3bR7
playlist?list=PL82K0I4-0q_xihJ4cFx_WTjYumkcATyZ2&si=QWtd16yqULzRF7vu| MMV  | Year 1| Module 10| 3 Diesel Fuel Injection Systems                         | This video details the engineering behind automotive diesel fuel injection pumps, comparing inline and distributor pump designs, helical groove plunger operations, mechanical/pneumatic governors, and modern Electronic Diesel Control (EDC) loops.                                                          | https://youtu.be/4l0XpyQX998?si=5jGNO_gYmmZDM3al| https://forms.gle/9JPWot1T1QMvi3bR7
playlist?list=PL82K0I4-0q_xihJ4cFx_WTjYumkcATyZ2&si=QWtd16yqULzRF7vu| MMV  | Year 1| Module 10| 4 Electronic Diesel Control                             | This video explains the principles of Electronic Diesel Control (EDC), describing how the Electronic Control Module (ECM) processes analog sensor data into precise digital actuator outputs to govern fuel injection and engine timing.                                                                       | https://youtu.be/YfnPc_FY_Pw?si=2L-Ln6uuVk_xvWbN| https://forms.gle/9JPWot1T1QMvi3bR7
playlist?list=PL82K0I4-0q_xihJ4cFx_WTjYumkcATyZ2&si=QWtd16yqULzRF7vu| MMV  | Year 1| Module 10| 5 Diesel Common Rail Injection                          | This video explains the mechanics of Common Rail Direct Injection (CRDI) systems, describing how an Electronic Control Module (ECM) regulates high-pressure fuel pumps up to 2000 bar via specialized sensors and actuators.                                                                                   | https://youtu.be/I9qB8Q3kzxU?si=LPrTA1TBeIbwQIhu| https://forms.gle/9JPWot1T1QMvi3bR7
playlist?list=PL82K0I4-0q_yYRqIBdLN4L2DOUG8oAmMJ&si=VDrB4pbQ5wS1QUSb| MMV  | Year 1| Module 11| 1 Engine Assembly Techniques                            | This video details specialized automotive engine assembly and diagnostic techniques, covering micrometric measurement tools, piston ring compression procedures, and structural non-destructive testing for cracks.                                                                                            | https://youtu.be/gt6KS4CcM5o?si=QR4-ah7kcfZvzY2w| https://forms.gle/CXqaa6YWPG32oHJ59
playlist?list=PL82K0I4-0q_ygoY3vweT7Zy7SJriRFWSj&si=OkBlV1Al9JUg7xt_| MMV  | Year 1| Module 12| 1 Automotive pollutants                                 | This video provides an instructional overview of automotive pollutants and emission standards, covering evaporative vs. exhaust emissions, public health impacts, and the evolution of European and Bharat Stage (BS) regulation frameworks.                                                                   | https://youtu.be/blGo-N1bBss?si=8QQyF0jrqe84MzFR| https://forms.gle/rVXRqNPu7ho8sdw49
playlist?list=PL82K0I4-0q_ygoY3vweT7Zy7SJriRFWSj&si=OkBlV1Al9JUg7xt_| MMV  | Year 1| Module 12| 2 Evaporation Emission Control (EVAP)                   | This video details the mechanical and chemical operations of an Evaporative Emission Control (EVAP) system, illustrating how charcoal canisters trap hydrocarbon fumes and how internal combustion generates greenhouse gases and NOx emissions.                                                               | https://youtu.be/6xX7ED05Rhw?si=66lmbp7RJ4sipgzr| https://forms.gle/rVXRqNPu7ho8sdw49
playlist?list=PL82K0I4-0q_ygoY3vweT7Zy7SJriRFWSj&si=OkBlV1Al9JUg7xt_| MMV  | Year 1| Module 12| 3 Diesel Particulate Filter (DPF)                       | This video details the mechanical and chemical operations of a Diesel Particulate Filter (DPF), explaining combustion chamber design, incomplete fuel burning, wall-flow ceramic trapping, and active versus passive DPF regeneration methods.                                                                 | https://youtu.be/j8oi0rn_30Q?si=_kyfbiQaQ_yVn7xs| https://forms.gle/rVXRqNPu7ho8sdw49
playlist?list=PL82K0I4-0q_ygoY3vweT7Zy7SJriRFWSj&si=OkBlV1Al9JUg7xt_| MMV  | Year 1| Module 12| 4 Exhaust Gas Recirculation (EGR)                       | This video explains the mechanics of Exhaust Gas Recirculation (EGR) and Selective Catalytic Reduction (SCR) systems, describing how they regulate internal engine temperatures and decompose toxic NOx emissions into safe components.                                                                        | https://youtu.be/B53dQ9ux0-E?si=2RzfMlo5JDnth6zQ| https://forms.gle/rVXRqNPu7ho8sdw49
playlist?list=PL82K0I4-0q_wjRaQ5o_LIB6URSDubrgSC&si=5Ua3qej_AC-Np4Tr| MMV  | Year 1| Module 13| 1 Rotor and Stator                                      | This video details the mechanical and electrical principles of automotive alternators, covering claw-pole rotor and stator configurations, diode rectifier AC-to-DC conversion, and electronic voltage regulation.                                                                                             | https://youtu.be/SzZVxDqVQA0?si=p_dQCaXOF0DLtzdM| https://forms.gle/yQyTMXEeJt9C5Bmu5
playlist?list=PL82K0I4-0q_wjRaQ5o_LIB6URSDubrgSC&si=5Ua3qej_AC-Np4Tr| MMV  | Year 1| Module 13| 2 DC generators                                         | This video details automotive electrical evolution and troubleshooting, contrasting heavy DC generators with modern efficient alternators while charting diagnostics for no-charge, overcharging, and bearing noises.                                                                                          | https://youtu.be/BIBNHsaRias?si=Il0lm-J8Slw8XJ-M| https://forms.gle/yQyTMXEeJt9C5Bmu5
playlist?list=PL82K0I4-0q_wjRaQ5o_LIB6URSDubrgSC&si=5Ua3qej_AC-Np4Tr| MMV  | Year 1| Module 13| 3 Automotive starting system                            | This video explains the mechanics of automotive starting systems, describing how battery electrical currents actuate solonoid plungers and trigger high-torque series-wound DC motors to spin engine flywheels up to 100 RPM.                                                                                  | https://youtu.be/lVEYsEX1gAs?si=DXenEhL6fpDvIc9_| https://forms.gle/yQyTMXEeJt9C5Bmu5
playlist?list=PL82K0I4-0q_zRdhRMjddZWmv0v24EHXZy&si=1HM7hJ6G2reXOenq| MMV  | Year 1| Module 14| 1 Automotive Troubleshooting                            | This video outlines a methodical framework for automotive troubleshooting, detailing diagnostic sequences for starting failures, drop in engine power, overheating parameters, and mechanical sound indicators.                                                                                                | https://youtu.be/-ho0hHkN5Hk?si=mFd9b2UmRrdvBVe6| https://forms.gle/gJj5Amu6XUEY6FF47
